""	"baseMean"	"log2FoldChange"	"lfcSE"	"stat"	"pvalue"	"padj"	"regulation"	"trait"
"hsa-miR-145-5p"	62.6160005933355	-0.576439023039392	0.248952294331664	-2.31545977347547	0.0205877835784421	0.0888502439603528	"none"	"T22D"
"hsa-miR-376a-3p"	42.9848884511571	-0.665227962738769	0.287205529907858	-2.31620875458835	0.0205468734223732	0.0888502439603528	"none"	"T22D"
"hsa-miR-431-3p"	8.33767947041657	-0.528444791495247	0.227898722505134	-2.31877031027825	0.0204074938399406	0.0888502439603528	"none"	"T22D"
"hsa-miR-4755-5p"	0.777214265275947	2.76073335875427	1.18956582657699	2.32079074320616	0.0202981403529852	0.0888502439603528	"none"	"T22D"
"hsa-miR-4778-3p"	1.04060057669133	-2.6435621377577	1.14133060069699	-2.31621068964883	0.0205467678191634	0.0888502439603528	"none"	"T22D"
"hsa-miR-624-3p"	3.56358806960885	-0.908591376187733	0.391995280015682	-2.31786305220661	0.0204567650345773	0.0888502439603528	"none"	"T22D"
"hsa-miR-629-5p"	247.661072697531	0.284550774603169	0.122798360499563	2.31721965542187	0.0204917693508837	0.0888502439603528	"none"	"T22D"
"hsa_piR_016677/gb/DQ592953/Homo"	10.5369793891537	0.529705365079076	0.228447480606613	2.31871834905998	0.020410312942668	0.0888502439603528	"none"	"T22D"
"hsa-miR-4481"	0.750360043395808	2.673340003145	1.15547733250348	2.31362392661817	0.0206883600579338	0.0890955379239134	"none"	"T22D"
"hsa-miR-302b-5p"	0.733870217513933	-2.82339707171709	1.2230438255559	-2.30850032739735	0.0209713246467587	0.0897995707087868	"none"	"T22D"
"hsa-miR-3914"	1.00122865161153	-2.65120672690404	1.14864077067346	-2.30812521598865	0.0209921730595131	0.0897995707087868	"none"	"T22D"
"hsa-miR-4765"	0.83425999930397	-2.48814445770696	1.07829597748801	-2.3074781967594	0.0210281763515421	0.0897995707087868	"none"	"T22D"
"hsa-miR-4798-3p"	1.03913064050835	-2.56772651061986	1.11199029835322	-2.30912672028029	0.0209365504180879	0.0897995707087868	"none"	"T22D"
"hsa-miR-3162-3p"	7.80869060918361	-0.735043257668354	0.318692240172246	-2.30643600632095	0.0210862820231324	0.089859323182261	"none"	"T22D"
"hsa-miR-154-5p"	10.1341351239771	-0.565045072703619	0.245430340249779	-2.30226251623399	0.0213203723217468	0.0906672200822511	"none"	"T22D"
"hsa-miR-3686"	0.820131746187423	-2.72802474840272	1.18673973427486	-2.29875571670282	0.0215188147125401	0.091130614489489	"none"	"T22D"
"hsa-miR-5688"	0.62638106537483	-2.64832644244131	1.15174072178027	-2.29941200511495	0.0214815548837752	0.091130614489489	"none"	"T22D"
"hsa-miR-373-3p"	0.755623800404699	-2.56677849017076	1.11765834913932	-2.29656808106644	0.0216434212436243	0.0914681516042794	"none"	"T22D"
"hsa-miR-561-5p"	3.17649503123806	-1.31596414420299	0.573540141910413	-2.2944586578014	0.021764167160744	0.0917880093300942	"none"	"T22D"
"hsa-miR-33b-3p"	0.761946942887708	-2.44722668835892	1.06742668663879	-2.29264147036175	0.0218686547715244	0.0920381193586679	"none"	"T22D"
"hsa-miR-16-1-3p"	0.822823964077491	-2.43196198994686	1.06222955064866	-2.28948816991747	0.0220510044850201	0.0922338729691701	"none"	"T22D"
"hsa-miR-3682-5p"	3.8687443133332	-0.817644560696465	0.357100163325883	-2.28967848426969	0.0220399615601649	0.0922338729691701	"none"	"T22D"
"hsa-miR-6812-3p"	13.4813855143347	-0.861235168005029	0.375979064532888	-2.29064660574923	0.0219838610926195	0.0922338729691701	"none"	"T22D"
"hsa-miR-6086"	0.871200407311359	-2.72731263178112	1.19168137864773	-2.28862570201102	0.0221011092387802	0.0922540154085967	"none"	"T22D"
"hsa-miR-568"	0.893030086344538	-2.58600533984819	1.13038666345459	-2.28771748946955	0.0221539785263418	0.092285591529976	"none"	"T22D"
"hsa-miR-3692-3p"	3.93808663788436	-1.02348563405851	0.449153327796584	-2.27869987979259	0.022684911904527	0.0942495700110864	"none"	"T22D"
"hsa-miR-4305"	3.58439368755486	-1.03387911814687	0.453979808634279	-2.27736806457785	0.0227642554960503	0.0942495700110864	"none"	"T22D"
"hsa-miR-6817-3p"	60.8740413556712	-1.05678997270616	0.46399853889017	-2.27757176829453	0.0227521041419356	0.0942495700110864	"none"	"T22D"
"hsa-miR-4673"	4.30880297625235	-1.23066768361143	0.541101139095539	-2.27437644220914	0.0229433626167553	0.0947984374246056	"none"	"T22D"
"hsa-miR-6892-3p"	2.91460723338064	-1.23155995794039	0.542193536724533	-2.27143976186145	0.0231203696757646	0.0949520020756703	"none"	"T22D"
"hsa-miR-758-5p"	0.94064411703905	-2.4731232321472	1.08867588454908	-2.27167999883781	0.0231058450962969	0.0949520020756703	"none"	"T22D"
"hsa-miR-7976"	131.317276521801	-1.23749992956004	0.544534066386754	-2.27258496015033	0.0230512028141472	0.0949520020756703	"none"	"T22D"
"hsa-miR-4766-5p"	0.728758289051394	2.66999351223874	1.17826335290009	2.2660413783277	0.0234488499007161	0.0953399346262649	"none"	"T22D"
"hsa-miR-5195-3p"	0.912414326625944	-2.70013015916939	1.19152963402348	-2.26610407502142	0.0234450118118126	0.0953399346262649	"none"	"T22D"
"hsa-miR-552-5p"	4.05513622890141	-0.879178089407636	0.387795506863761	-2.2671177820441	0.0233830315805272	0.0953399346262649	"none"	"T22D"
"hsa-miR-6087"	5.74446008699805	-0.884782434920725	0.390137970473461	-2.26787060446072	0.0233370944767156	0.0953399346262649	"none"	"T22D"
"hsa-miR-8052"	7.67013666088139	-0.771698183285678	0.340236734985091	-2.26812129301527	0.0233218148982409	0.0953399346262649	"none"	"T22D"
"hsa-miR-548b-5p"	1.14416871091459	-2.5126768401752	1.11108605927189	-2.26146014452002	0.0237307780166645	0.0962940135855489	"none"	"T22D"
"hsa-miR-4793-5p"	4.38041232093199	-0.959658473138433	0.424670948560852	-2.25976953778114	0.0238355579384402	0.0965269016314168	"none"	"T22D"
"hsa-miR-99a-5p"	46.2649986005965	0.453388441450261	0.200722335125986	2.25878421136186	0.0238968111199932	0.0965829449433059	"none"	"T22D"
"hsa-miR-5739"	0.742195406727617	2.68902189247087	1.19087582098019	2.25802039565938	0.0239443878985962	0.0965836002959219	"none"	"T22D"
"hsa-miR-3157-5p"	0.725137923573234	2.66844114592268	1.18245100627271	2.25670334903268	0.0240266174494467	0.0967237544358161	"none"	"T22D"
"hsa_piR_001101/gb/DQ571419/Homo"	0.437830175110172	-2.85954376275496	1.26772753880395	-2.25564537743877	0.0240928489522328	0.0967990795181426	"none"	"T22D"
"hsa-miR-548v"	0.52783419295161	-2.91265629421901	1.29365736695141	-2.25148974421479	0.024354535734914	0.0972748809647449	"none"	"T22D"
"hsa-miR-6840-3p"	14.1677945008369	0.518526859854259	0.230211465362724	2.25239372434063	0.0242974019641288	0.0972748809647449	"none"	"T22D"
"hsa-miR-8077"	31.9515442153609	-1.13161754557513	0.502547267692135	-2.2517634028176	0.0243372275604692	0.0972748809647449	"none"	"T22D"
"hsa-miR-4428"	0.578038693793182	-2.72402536555801	1.21164606255288	-2.24820221824402	0.0245632983061008	0.0975349681277337	"none"	"T22D"
"hsa-miR-6878-5p"	3.79332916377863	-1.02619818348149	0.456257680517912	-2.2491636355943	0.024502087119962	0.0975349681277337	"none"	"T22D"
"hsa-miR-6881-5p"	4.77474726038603	-1.00214294243597	0.445624382837813	-2.24885123218382	0.024521962599341	0.0975349681277337	"none"	"T22D"
"hsa-miR-6830-3p"	0.851312316161595	2.88174200686816	1.28340373518372	2.2453900731835	0.0247431021245247	0.0980577802094491	"none"	"T22D"
"hsa-miR-6889-3p"	0.565808862699207	-2.59203269007974	1.1548053693122	-2.24456238164493	0.0247962400116423	0.0980775551528455	"none"	"T22D"
"hsa-miR-191-3p"	71.3319622511265	0.320650809006667	0.143070881334805	2.2412024446561	0.0250129645812992	0.0981722713913418	"none"	"T22D"
"hsa-miR-3936"	0.732480330209102	2.67659192233783	1.19364585656699	2.24236686921187	0.0249376712212337	0.0981722713913418	"none"	"T22D"
"hsa-miR-4799-5p"	0.706372943935821	2.63281201351292	1.17413357250827	2.24234454678655	0.0249391127740535	0.0981722713913418	"none"	"T22D"
"hsa-miR-6882-5p"	8.59370784365464	-0.527401506764527	0.235272882531814	-2.24165871174385	0.0249834382774897	0.0981722713913418	"none"	"T22D"
"hsa-miR-4646-5p"	4.12213025002836	-0.86038317305942	0.384108772023776	-2.23994669147041	0.0250943838965928	0.0983024230718453	"none"	"T22D"
"hsa-miR-4782-5p"	3.88141091527896	-1.33253546265024	0.59520132216545	-2.23879788741436	0.025169069807978	0.0984057489421327	"none"	"T22D"
"hsa-miR-122-5p"	9.4328630467398	0.731976892064352	0.327152268384261	2.23741958348459	0.0252589297802181	0.0985678926480925	"none"	"T22D"
"hsa-miR-216a-5p"	3.77708679420772	-1.33136369377102	0.595289145744743	-2.23649919251492	0.0253190901414232	0.0985897661546344	"none"	"T22D"
"hsa-miR-6508-5p"	0.615639103415028	-2.71852047665526	1.21587564932762	-2.23585403503936	0.0253613340525422	0.0985897661546344	"none"	"T22D"
"hsa-miR-4774-3p"	0.720826732368882	2.65613137962078	1.19156772382186	2.22910651784142	0.0258068183531732	0.100130455210312	"none"	"T22D"
"hsa-miR-1292-3p"	0.914713765732932	-2.43416342779942	1.09594409527552	-2.22106532467558	0.0263465372100015	0.101301134884868	"none"	"T22D"
"hsa-miR-3661"	1.12473059978452	-2.60009447193654	1.16963018679493	-2.22300561433134	0.0262154213972914	0.101301134884868	"none"	"T22D"
"hsa-miR-4683"	12.0891442624776	0.416385544317093	0.187423733548743	2.2216265594176	0.0263085534365222	0.101301134884868	"none"	"T22D"
"hsa-miR-5695"	4.30677540985607	-0.990120568772378	0.445790935828699	-2.22104239722103	0.0263480899228134	0.101301134884868	"none"	"T22D"
"hsa-miR-6734-3p"	5.53089866224629	-0.97701083265366	0.440060375388257	-2.22017451989778	0.0264069232321379	0.101301134884868	"none"	"T22D"
"hsa-miR-6859-5p"	4.96214692385952	-0.711289229775576	0.320327278624432	-2.22050782821255	0.0263843148860784	0.101301134884868	"none"	"T22D"
"hsa-miR-34c-5p"	0.718388823445438	2.64407863682591	1.19240041271659	2.21744190007619	0.02659290915759	0.101822849537615	"none"	"T22D"
"hsa-miR-532-5p"	200.387299603093	-0.36632257528332	0.165271182686527	-2.21649394243237	0.0266576922878355	0.101879398105668	"none"	"T22D"
"hsa-miR-3122"	3.85702312253245	-0.93597800342477	0.423282962445222	-2.21123476838711	0.0270195838876675	0.102080507397988	"none"	"T22D"
"hsa-miR-3144-5p"	0.871924942322905	-2.76509855974718	1.24873640904485	-2.21431724078758	0.0268069634383554	0.102080507397988	"none"	"T22D"
"hsa-miR-3622a-3p"	0.711457331481425	2.63034917577536	1.18969116445495	2.21095125723695	0.027039212610762	0.102080507397988	"none"	"T22D"
"hsa-miR-4720-3p"	0.562391276326958	-2.60122319826517	1.17573855028372	-2.21241635535167	0.0269379098304084	0.102080507397988	"none"	"T22D"
"hsa-miR-6076"	0.728952206248917	2.66542518380741	1.20572817177286	2.21063523786482	0.0270611065267125	0.102080507397988	"none"	"T22D"
"hsa-miR-629-3p"	57.4661069233542	0.295625766209843	0.133587292989487	2.21297819271708	0.0268991491435382	0.102080507397988	"none"	"T22D"
"hsa-miR-6866-3p"	4.50832325237581	-0.998662960310809	0.451663682103941	-2.21107651529305	0.0270305389277049	0.102080507397988	"none"	"T22D"
"hsa-miR-4664-3p"	4.67452099363931	-0.854957881001765	0.387171956809624	-2.20821230971063	0.0272294766985904	0.10252577455643	"none"	"T22D"
"hsa-miR-433-5p"	0.620551843084346	-2.43741231493538	1.10417223277821	-2.20745662911899	0.0272821738292014	0.102534664372847	"none"	"T22D"
"hsa-miR-621"	10.0832389167492	-0.490887259562276	0.222573452885069	-2.20550678079185	0.0274185525013465	0.102857442808918	"none"	"T22D"
"hsa-miR-4446-5p"	5.01523415893223	-0.879411910896679	0.399489804810773	-2.20133755682008	0.0277121359766229	0.103714248689469	"none"	"T22D"
"hsa-miR-4649-5p"	2.74907025016465	-1.0322604664486	0.469034514647152	-2.20081984206462	0.0277487803317431	0.103714248689469	"none"	"T22D"
"hsa-miR-1264"	0.594878025850945	-2.54863843226833	1.16026221541878	-2.1966055589843	0.0280486288725909	0.104421713638929	"none"	"T22D"
"hsa-miR-216a-3p"	0.662418467489546	-2.58141581595055	1.17565532068684	-2.1957250314169	0.0281116304021735	0.104421713638929	"none"	"T22D"
"hsa-miR-4709-3p"	0.608574105869603	-2.42138166489928	1.10370951272497	-2.19385774697284	0.0282456378080754	0.104421713638929	"none"	"T22D"
"hsa-miR-4784"	97.3638152538256	0.383596592262112	0.174825635878593	2.19416672122674	0.028223426050403	0.104421713638929	"none"	"T22D"
"hsa-miR-5197-5p"	2.49298902201841	-1.21638362993348	0.554182736567742	-2.19491433000421	0.028169743688396	0.104421713638929	"none"	"T22D"
"hsa-miR-8060"	7.89333017557001	-0.6190430078491	0.281713186751619	-2.19742290017434	0.0279902572642924	0.104421713638929	"none"	"T22D"
"hsa-miR-579-5p"	0.720016147301374	2.6400685064551	1.20380321317484	2.19310637948236	0.028299715503849	0.104432102321269	"none"	"T22D"
"hsa-miR-3195"	0.928449644032501	-2.65029743029877	1.21128266324794	-2.18800905082902	0.0286689430447542	0.105603321848398	"none"	"T22D"
"hsa_piR_000651/gb/DQ570812/Homo"	3.20049262357758	-1.9452899487104	0.889422339409412	-2.18713862078403	0.0287324060103891	0.105646048814373	"none"	"T22D"
"hsa-miR-4313"	0.660752736169921	-2.41697022648221	1.10770733859182	-2.18195740181228	0.0291126767570513	0.106765319825468	"none"	"T22D"
"hsa-miR-4714-5p"	0.677269200809648	2.57019637057842	1.17870766633724	2.18052061930262	0.0292188921120833	0.106765319825468	"none"	"T22D"
"hsa-miR-514a-3p"	0.694148636184826	-2.54547650426276	1.16744449876062	-2.18038331326677	0.0292290600104099	0.106765319825468	"none"	"T22D"
"hsa-miR-6853-5p"	0.790980395379269	-2.33842669989996	1.07259979307547	-2.18014837873032	0.0292464646355479	0.106765319825468	"none"	"T22D"
"hsa-miR-9500"	0.79957892742995	-2.57634351670629	1.18215266825923	-2.17936615623435	0.0293044782138731	0.106785728303505	"none"	"T22D"
"hsa-miR-4745-5p"	3.98276758999206	-0.865179436635414	0.397742556584129	-2.17522470832817	0.0296132814699333	0.107513328878202	"none"	"T22D"
"hsa-miR-548q"	5.04299246874476	-0.783483242731815	0.360195547235964	-2.17516082234786	0.0296180669043201	0.107513328878202	"none"	"T22D"
"hsa-miR-889-5p"	7.93565698449976	0.897924237246771	0.412920706046768	2.17456820183067	0.0296624893615855	0.107513328878202	"none"	"T22D"
"hsa-miR-6773-5p"	2.93137206296982	-1.18609390182609	0.545644771036129	-2.17374739901531	0.0297241108461936	0.107545317573173	"none"	"T22D"
"hsa-miR-6819-3p"	0.939882044133022	-2.52662807345658	1.16271918965155	-2.17303377801287	0.0297777751160223	0.107548453743506	"none"	"T22D"
"hsa-miR-30b-5p"	119.728515192785	-0.49191932999248	0.22652464856016	-2.17159295078582	0.0298863791968336	0.107749653847699	"none"	"T22D"
"hsa-miR-4670-5p"	0.792440102287506	-2.45839119035093	1.13273053374395	-2.17032305311427	0.0299823814034083	0.107904789609086	"none"	"T22D"
"hsa-miR-3161"	5.35048078316135	0.851468774335128	0.392478752308678	2.1694646380894	0.0300474262386545	0.107948160931462	"none"	"T22D"
"hsa-miR-450a-2-3p"	0.745367505000614	2.70598382079028	1.24956374857722	2.16554283354601	0.0303461388557801	0.108566761650084	"none"	"T22D"
"hsa-miR-6068"	2.77755830501502	-0.973165829574779	0.449477052528599	-2.16510681490877	0.0303795062054727	0.108566761650084	"none"	"T22D"
"hsa-miR-6835-5p"	4.0020373437803	-0.933132405182804	0.430754288002153	-2.16627537130435	0.0302901505694217	0.108566761650084	"none"	"T22D"
"hsa-miR-1238-3p"	1.06625043376182	-2.41228426385862	1.1146501325575	-2.16416272101791	0.0304518632319883	0.108634755522872	"none"	"T22D"
"hsa-miR-1203"	0.753791585600921	2.71803956167928	1.25846930976001	2.15979805037726	0.0307883066480242	0.109642973150394	"none"	"T22D"
"hsa-miR-6808-3p"	0.561392765029481	-3.21569464770444	1.48970524832671	-2.15861134363085	0.0308803319637507	0.10977877174548	"none"	"T22D"
"hsa-miR-4795-3p"	0.647308985144824	-2.51742906791374	1.16703157390858	-2.15712164451767	0.0309961875562578	0.109807363568865	"none"	"T22D"
"hsa-miR-548z"	24.4706060847552	0.400197825779102	0.185465651914765	2.15780022687447	0.0309433672489147	0.109807363568865	"none"	"T22D"
"hsa-miR-6513-3p"	11.013319039562	-0.364721531726989	0.169154213270246	-2.15614807740141	0.0310721044011785	0.109885202543751	"none"	"T22D"
"hsa-miR-4453"	0.816516817284375	-2.44208426101781	1.13442283869675	-2.15271076860841	0.0313414166512355	0.110645521176026	"none"	"T22D"
"hsa-miR-6854-5p"	0.849166382612255	-2.54665578946717	1.18356847004227	-2.1516759308198	0.0314228871250054	0.110741212930166	"none"	"T22D"
"hsa-miR-550a-3-5p"	0.560266246250654	-2.51709220189111	1.17340383934973	-2.14512013467248	0.031943242979882	0.11238063203803	"none"	"T22D"
"hsa-miR-3689d"	0.742721060849526	-2.32216704780079	1.08377799973872	-2.14265933462446	0.0321404629600606	0.112491620360212	"none"	"T22D"
"hsa-miR-378a-3p"	124.220511398443	0.366067309234833	0.170841436033517	2.14273139897404	0.032134672588892	0.112491620360212	"none"	"T22D"
"hsa-miR-412-5p"	5.99362727557373	-0.961217748747856	0.448330155345862	-2.14399530633028	0.0320332628699883	0.112491620360212	"none"	"T22D"
"hsa-miR-205-3p"	5.80697601474555	-0.747838326982497	0.349494894079816	-2.13976896272398	0.0323734426630349	0.113112697606522	"none"	"T22D"
"hsa-miR-5187-3p"	4.16357487231922	-0.8832060818452	0.412970049871955	-2.13866860833866	0.0324625166997366	0.113229702940691	"none"	"T22D"
"hsa-miR-3605-3p"	24.4656190432931	-0.325097304801906	0.152127950080009	-2.13699918148459	0.0325980581942742	0.113508110327755	"none"	"T22D"
"hsa-miR-7155-3p"	0.664682740784577	2.53529218030574	1.1874009414386	2.13516099897486	0.0327478614296784	0.113835142887807	"none"	"T22D"
"hsa-miR-3135b"	377.846884456591	-0.702736921253895	0.329892488360636	-2.1301998258465	0.0331551194434945	0.114979888603037	"none"	"T22D"
"hsa-miR-542-5p"	7.22416601538893	-0.444923687712246	0.209007525702583	-2.12874482015241	0.0332753784572922	0.114979888603037	"none"	"T22D"
"hsa-miR-597-5p"	10.8184753900328	-0.935818343810825	0.439679191462537	-2.12841171923089	0.0333029623347038	0.114979888603037	"none"	"T22D"
"hsa-miR-658"	7.22525658452401	-0.727871320693843	0.341811901786856	-2.12944990179927	0.0332170555730732	0.114979888603037	"none"	"T22D"
"hsa-miR-1199-3p"	10.4243293885245	-1.06649951405463	0.501411245841229	-2.12699560071761	0.0334204487222624	0.115144021119887	"none"	"T22D"
"hsa-miR-188-5p"	0.60039792142408	2.39815751858481	1.12885806700107	2.1244101350631	0.0336358632470111	0.115144021119887	"none"	"T22D"
"hsa-miR-345-3p"	0.668878072782567	2.54330146467542	1.19754279240362	2.12376666688518	0.0336896595912876	0.115144021119887	"none"	"T22D"
"hsa-miR-4633-3p"	0.642452341006108	2.48704041762232	1.17081770136414	2.12419099465665	0.033654175947944	0.115144021119887	"none"	"T22D"
"hsa-miR-4756-3p"	0.617299369295919	-2.50292955199818	1.1778511324415	-2.12499651531514	0.0335869036669454	0.115144021119887	"none"	"T22D"
"hsa-miR-6795-3p"	0.571491449963103	-2.34134545828273	1.10138133975934	-2.12582633622097	0.0335177222845931	0.115144021119887	"none"	"T22D"
"hsa-miR-3622b-3p"	0.754146741024017	-2.28043424209751	1.07439163154527	-2.12253537270913	0.0337928055245617	0.115303090206921	"none"	"T22D"
"hsa-miR-3147"	6.70465950371042	-0.643685092875374	0.303485548745503	-2.12097444354807	0.0339239531495179	0.115557010979211	"none"	"T22D"
"hsa-miR-6735-3p"	0.826144690756226	2.84170565951727	1.34305829969839	2.1158468401226	0.0343578358858858	0.116839585475041	"none"	"T22D"
"hsa-miR-3197"	0.683090389751047	-2.64926343596952	1.25276145243437	-2.11473894796289	0.0344522028773246	0.116965228768517	"none"	"T22D"
"hsa-miR-3923"	3.90927358024066	-0.850812258875452	0.403612968151218	-2.10799039181686	0.0350318205383954	0.117817686795707	"none"	"T22D"
"hsa-miR-4490"	0.665391967632969	-2.48807253811192	1.17994562257084	-2.10863322047924	0.0349762530886575	0.117817686795707	"none"	"T22D"
"hsa-miR-4770"	0.639979363880784	2.48404996740336	1.17827764642063	2.10820427167519	0.0350133239570738	0.117817686795707	"none"	"T22D"
"hsa-miR-5587-3p"	0.798648501547914	2.79609148644195	1.32655977043481	2.10777648226544	0.0350503280305343	0.117817686795707	"none"	"T22D"
"hsa-miR-5699-5p"	4.29064240859758	-0.877552613505794	0.416162164519372	-2.10867947238617	0.0349722578810368	0.117817686795707	"none"	"T22D"
"hsa-miR-582-3p"	0.633588443057346	2.47916054526806	1.1755982901488	2.10885007748204	0.0349575245002906	0.117817686795707	"none"	"T22D"
"hsa-miR-202-3p"	3.46833558525783	-1.26750908062963	0.602726119508445	-2.10296026603817	0.0354692429541973	0.118987350345437	"none"	"T22D"
"hsa-miR-3174"	8.59721396599083	-0.536444234802037	0.255172035610812	-2.10228457643462	0.0355283548385773	0.118987350345437	"none"	"T22D"
"hsa-miR-323b-3p"	65.7546147511149	-0.606170489029658	0.288631082685894	-2.10015665460857	0.0357150629261293	0.118987350345437	"none"	"T22D"
"hsa-miR-378d"	22.0051469579403	0.401522333221237	0.191381451899666	2.09802114695911	0.0359032773490236	0.118987350345437	"none"	"T22D"
"hsa-miR-378h"	0.685769218985711	2.5484656496236	1.21270852591865	2.1014659294929	0.0356000857559718	0.118987350345437	"none"	"T22D"
"hsa-miR-5002-5p"	0.632528602108224	2.47129717410017	1.17788733466256	2.09807602253245	0.0358984302856324	0.118987350345437	"none"	"T22D"
"hsa-miR-5693"	0.662774297314131	2.52500636044439	1.20261226392175	2.09960137293983	0.0357639219091353	0.118987350345437	"none"	"T22D"
"hsa-miR-6731-3p"	6.5138806831084	-0.633566683347153	0.30201677101106	-2.09778642830385	0.0359240159363985	0.118987350345437	"none"	"T22D"
"hsa-miR-6829-3p"	3.54302726260819	-1.03198026946955	0.491271573307428	-2.10063094536871	0.0356733753907042	0.118987350345437	"none"	"T22D"
"hsa-miR-4539"	0.67873130283704	-2.57945094782368	1.23071997581316	-2.0958877718056	0.0360921477126396	0.119350170277024	"none"	"T22D"
"hsa-miR-130a-5p"	0.754569759074151	-2.24821027982278	1.07491210260636	-2.09152941377392	0.0364806325563799	0.119428722909599	"none"	"T22D"
"hsa-miR-1911-5p"	0.640619190182658	2.48990554824306	1.19028795284749	2.09185142325144	0.0364518086467884	0.119428722909599	"none"	"T22D"
"hsa-miR-3666"	7.76419652953552	0.562063737238149	0.26888131986996	2.09037852651862	0.0365838102859535	0.119428722909599	"none"	"T22D"
"hsa-miR-4423-5p"	0.633151305865716	2.47790611469334	1.18507433002399	2.09092885730061	0.0365344418249349	0.119428722909599	"none"	"T22D"
"hsa-miR-4744"	0.72286537557198	2.65123154126906	1.26830976914121	2.09036593880709	0.0365849401549286	0.119428722909599	"none"	"T22D"
"hsa-miR-5087"	3.54034998346616	-0.965017056529904	0.461082462508048	-2.09293810760165	0.0363546799038627	0.119428722909599	"none"	"T22D"
"hsa-miR-550a-3p"	4.20626481895668	-0.852942337417809	0.407665426459375	-2.09226066783666	0.0364152041019991	0.119428722909599	"none"	"T22D"
"hsa_piR_015026/gb/DQ590548/Homo"	4.85367496733022	-0.904620175415426	0.432139701207663	-2.09335123083429	0.0363178125182738	0.119428722909599	"none"	"T22D"
"hsa-miR-21-5p"	7.56330417377306	0.422940089367335	0.202888099960656	2.08459781253485	0.0371058232244807	0.120545445917962	"none"	"T22D"
"hsa-miR-4284"	4.0721294167158	0.946856986449283	0.453972933445737	2.08571242180116	0.0370046805561346	0.120545445917962	"none"	"T22D"
"hsa-miR-503-3p"	1.01489749244664	-2.43967052227509	1.1706893054528	-2.08396071520571	0.0371637408131959	0.120545445917962	"none"	"T22D"
"hsa-miR-6506-5p"	0.669293039646008	-2.33024866371879	1.11766847766904	-2.08491937482093	0.0370766196613872	0.120545445917962	"none"	"T22D"
"hsa-miR-10b-5p"	140.784832715112	0.499950584074754	0.240503829092172	2.07876351059321	0.0376390922799546	0.121317979615011	"none"	"T22D"
"hsa-miR-1286"	0.563177350498994	2.31871491813601	1.11460266236516	2.08030627992198	0.0374974491630743	0.121317979615011	"none"	"T22D"
"hsa-miR-548b-3p"	0.737179349056105	-2.22368041744882	1.06957739259614	-2.0790271305673	0.0376148568804444	0.121317979615011	"none"	"T22D"
"hsa-miR-548f-5p"	0.611439680115939	2.42895542799456	1.1688319482701	2.07810492482642	0.0376996961690239	0.121317979615011	"none"	"T22D"
"hsa-miR-92a-1-5p"	10.311002527196	-0.590742659638759	0.284252626546985	-2.07823113831848	0.0376880754187089	0.121317979615011	"none"	"T22D"
"hsa-miR-583"	0.764001022654663	-2.47489974126985	1.19175409316864	-2.07668658782584	0.0378304952874328	0.121546875237383	"none"	"T22D"
"hsa-miR-4525"	1.00309921762002	-2.41032703538647	1.16211527838572	-2.07408600524952	0.0380713240629871	0.1220972961326	"none"	"T22D"
"hsa-miR-6782-3p"	0.64574173632178	-2.57292162555383	1.24083295825951	-2.07354391131165	0.0381216889250532	0.1220972961326	"none"	"T22D"
"hsa-miR-181b-3p"	0.640733029070509	2.46614288878812	1.18985918516192	2.07263424070852	0.03820633190391	0.122176292132284	"none"	"T22D"
"hsa-miR-4460"	0.942615596933395	-2.29797111640904	1.10973536047357	-2.07073794190752	0.0383832924449921	0.122549791082208	"none"	"T22D"
"hsa-miR-5689"	0.814321004574188	-2.37820216715145	1.15010419643624	-2.0678145289102	0.0386574669530068	0.123039469036367	"none"	"T22D"
"hsa_piR_020548/gb/DQ598263/Homo"	13.7331791250674	-1.0386580580429	0.502283774585273	-2.06787101355305	0.038652153772732	0.123039469036367	"none"	"T22D"
"hsa-miR-214-3p"	0.799362430542345	2.78704380648364	1.34879661588872	2.06631880125772	0.038798387290016	0.123295343072953	"none"	"T22D"
"hsa-miR-4325"	8.65670167682972	-0.445803256530162	0.216166111531027	-2.06231797099322	0.0391774731820895	0.124306094816069	"none"	"T22D"
"hsa-miR-103a-2-5p"	4.40838446531928	-1.20347865779219	0.583848575961886	-2.06128559243201	0.0392758019068613	0.124424274470103	"none"	"T22D"
"hsa-miR-4792"	4.54094029546847	-1.19658520757403	0.580824191646976	-2.06015042896373	0.039384162165745	0.124573817285128	"none"	"T22D"
"hsa-miR-8059"	21.2561181339233	-0.792824504418885	0.386064760595447	-2.05360495269258	0.040013942411038	0.12636961347486	"none"	"T22D"
"hsa-miR-6738-5p"	8.1365104814023	-0.630211159760086	0.307512109544356	-2.04938648007676	0.0404243382239929	0.127271061765492	"none"	"T22D"
"hsa-miR-6893-5p"	0.560667229066726	-2.54485315969095	1.24138676680796	-2.05000828729202	0.0403636221108662	0.127271061765492	"none"	"T22D"
"hsa-miR-873-5p"	6.18513841248907	-0.570514473137359	0.278519782475188	-2.04838043483746	0.0405227371008783	0.127383974497668	"none"	"T22D"
"hsa-miR-4497"	0.61483953465996	-2.71163256205542	1.32447926965638	-2.04731974609079	0.0406267003577771	0.127514004050527	"none"	"T22D"
"hsa-miR-494-5p"	0.677116931005911	2.56422115166572	1.25312470980655	2.04626174202692	0.0407306256268901	0.127643514464577	"none"	"T22D"
